geo,time,exports_percent_of_gdp
tur,2010,21.21
tur,2011,23.74
tkm,1991,38.71
tkm,1992,67.14
tkm,1993,84.7
tkm,1994,84.96
tkm,1995,83.97
tkm,1996,74.58
tkm,1997,42.69
tkm,1998,32.66
tkm,1999,56.14
tkm,2000,95.5
tkm,2001,81.39
tkm,2002,69.05
tkm,2003,62.31
tkm,2004,61.65
tkm,2005,65.03
tkm,2006,73.09
tkm,2007,75.39
tkm,2008,64.06
tkm,2009,74.6
tkm,2010,77.81
tkm,2011,77.81
uga,1961,24.42
uga,1962,24.11
uga,1963,28.29
uga,1964,29.9
uga,1965,25.58
uga,1966,25.57
uga,1967,25.3
uga,1968,23.94
uga,1969,21.53
uga,1970,23.35
uga,1971,19.82
uga,1972,19.39
uga,1973,16.55
uga,1974,14.72
uga,1975,8.65
uga,1976,11.39
uga,1977,9.153
uga,1978,13.65
uga,1979,19.4
uga,1980,19.44
uga,1981,16.08
uga,1982,8.381
uga,1983,8.659
uga,1984,12.69
uga,1985,13.74
uga,1986,12.81
uga,1987,8.247
uga,1988,7.573
uga,1989,7.954
uga,1990,7.241
uga,1991,7.464
uga,1992,8.761
uga,1993,7.063
uga,1994,8.741
uga,1995,11.79
uga,1996,11.96
uga,1997,13.36
uga,1998,9.639
uga,1999,12.25
uga,2000,10.65
uga,2001,11.52
uga,2002,11.21
uga,2003,11.39
uga,2004,12.7
uga,2005,14.18
uga,2006,15.28
uga,2007,16.73
uga,2008,24.28
uga,2009,23.75
uga,2010,23.76
uga,2011,23.67
ukr,1989,32.08
ukr,1990,27.64
ukr,1991,26.12
ukr,1992,23.98
ukr,1993,25.88
ukr,1994,35.39
ukr,1995,47.07
ukr,1996,45.65
ukr,1997,40.59
ukr,1998,41.89
ukr,1999,53.7
ukr,2000,62.44
ukr,2001,55.46
ukr,2002,55.09
ukr,2003,57.75
ukr,2004,61.21
ukr,2005,51.48
ukr,2006,46.62
ukr,2007,44.84
ukr,2008,46.92
ukr,2009,46.38
ukr,2010,50.75
ukr,2011,53.77
are,2001,49.16
are,2002,49.5
are,2003,55.92
are,2004,63.57
are,2005,67.59
are,2006,68.63
are,2007,72.32
are,2008,79.02
are,2009,74.71
are,2010,77.94
gbr,1961,19.9
gbr,1962,19.42
gbr,1963,19.32
gbr,1964,18.73
gbr,1965,18.51
gbr,1966,18.75
gbr,1967,18.48
gbr,1968,20.7
gbr,1969,21.48
gbr,1970,22.33
gbr,1971,22.46
gbr,1972,21.15
gbr,1973,23.09
gbr,1974,27.35
gbr,1975,25.41
gbr,1976,28.06
gbr,1977,29.76
gbr,1978,28.31
gbr,1979,27.83
gbr,1980,27.14
gbr,1981,26.68
gbr,1982,26.3
gbr,1983,26.49
gbr,1984,28.33
gbr,1985,28.75
gbr,1986,25.62
gbr,1987,25.35
gbr,1988,22.95
gbr,1989,23.64
gbr,1990,23.95
gbr,1991,23.16
gbr,1992,23.39
gbr,1993,25.35
gbr,1994,26.44
gbr,1995,28.25
gbr,1996,29.3
gbr,1997,28.67
gbr,1998,26.61
gbr,1999,26.14
gbr,2000,27.71
gbr,2001,27.29
gbr,2002,26.26
gbr,2003,25.84
gbr,2004,25.53
gbr,2005,26.96
gbr,2006,29.12
gbr,2007,26.92
gbr,2008,29.81
gbr,2009,28.83
gbr,2010,30.54
gbr,2011,32.49
usa,1961,5.112
usa,1962,5.003
usa,1963,5.076
usa,1964,5.324
usa,1965,5.206
usa,1966,5.24
usa,1967,5.265
usa,1968,5.312
usa,1969,5.334
usa,1970,5.826
usa,1971,5.66
usa,1972,5.78
usa,1973,6.96
usa,1974,8.527
usa,1975,8.544
usa,1976,8.264
usa,1977,7.911
usa,1978,8.212
usa,1979,9.047
usa,1980,10.15
usa,1981,9.833
usa,1982,8.774
usa,1983,7.899
usa,1984,7.753
usa,1985,7.217
usa,1986,7.238
usa,1987,7.742
usa,1988,8.769
usa,1989,9.249
usa,1990,9.6
usa,1991,10.06
usa,1992,10.14
usa,1993,9.959
usa,1994,10.31
usa,1995,11.06
usa,1996,11.19
usa,1997,11.56
usa,1998,10.91
usa,1999,10.64
usa,2000,11.04
usa,2001,10.04
usa,2002,9.471
usa,2003,9.387
usa,2004,10
usa,2005,10.39
usa,2006,11.05
usa,2007,11.9
usa,2008,12.99
usa,2009,11.42
usa,2010,12.79
usa,2011,13.97
ury,1961,14.3
ury,1962,11.44
ury,1963,12.12
ury,1964,12.04
ury,1965,18.38
ury,1966,17.17
ury,1967,14.6
ury,1968,15.19
ury,1969,13.4
ury,1970,13.88
ury,1971,10.28
ury,1972,15.44
ury,1973,10.42
ury,1974,14.38
ury,1975,16.78
ury,1976,19.56
ury,1977,19.9
ury,1978,18.85
ury,1979,16.83
ury,1980,15.03
ury,1981,15.2
ury,1982,14.33
ury,1983,25.69
ury,1984,26.58
ury,1985,26.76
ury,1986,26.22
ury,1987,21.65
ury,1988,22.06
ury,1989,23.49
ury,1990,23.53
ury,1991,20.69
ury,1992,20.45
ury,1993,19.13
ury,1994,19.77
ury,1995,19
ury,1996,19.67
ury,1997,17.46
ury,1998,16.42
ury,1999,15.1
ury,2000,16.7
ury,2001,16.8
ury,2002,20.62
ury,2003,27.43
ury,2004,32.11
ury,2005,30.4
ury,2006,30.3
ury,2007,29.09
ury,2008,30.2
ury,2009,27.97
ury,2010,26.85
ury,2011,27.09
uzb,1990,28.84
uzb,1991,35.28
uzb,1992,27.03
uzb,1993,33.72
uzb,1994,16.78
uzb,1995,27.95
uzb,1996,27.69
uzb,1997,27.04
uzb,1998,22.5
uzb,1999,18.15
uzb,2000,24.59
uzb,2001,28.08
uzb,2002,30.81
uzb,2003,37.25
uzb,2004,40.21
uzb,2005,37.85
uzb,2006,37.14
uzb,2007,39.67
uzb,2008,43.52
uzb,2009,36.38
uzb,2010,31.19
uzb,2011,31.66
vut,1980,33.15
vut,1981,38.37
vut,1982,42.77
vut,1983,54.23
vut,1984,57.68
vut,1985,48.73
vut,1986,34.76
vut,1987,35.78
vut,1988,35.51
vut,1989,37.4
vut,1990,47.08
vut,1991,42.65
vut,1992,45.61
vut,1993,46
vut,1994,45.32
vut,1995,44.65
vut,1996,45.96
vut,1997,52.14
vut,1998,42.29
vut,1999,37.38
vut,2000,39.18
vut,2001,37.96
vut,2002,39.6
vut,2003,43.65
vut,2004,44.08
vut,2005,45.03
vut,2006,41.88
vut,2007,40.7
vut,2008,44.39
vut,2009,41.56
vut,2010,48.69
ven,1961,28.67
ven,1962,29.17
ven,1963,28.87
ven,1964,26.82
ven,1965,25.82
ven,1966,24.34
ven,1967,24.29
ven,1968,22.37
ven,1969,21.33
ven,1970,20.92
ven,1971,22.41
ven,1972,20.44
ven,1973,25.09
ven,1974,38.66
ven,1975,28.83
ven,1976,25.81
ven,1977,23.22
ven,1978,20.41
ven,1979,25.96
ven,1980,28.78
ven,1981,26.84
ven,1982,22.16
ven,1983,19.51
ven,1984,26.81
ven,1985,24.12
ven,1986,19.82
ven,1987,21.44
ven,1988,20.57
ven,1989,34.12
ven,1990,39.45
ven,1991,31.35
ven,1992,26.35
ven,1993,26.96
ven,1994,30.86
ven,1995,27.11
ven,1996,36.51
ven,1997,29.26
ven,1998,20.92
ven,1999,22.91
ven,2000,29.74
ven,2001,22.74
ven,2002,30.43
ven,2003,33.85
ven,2004,36.2
ven,2005,39.66
ven,2006,36.52
ven,2007,31.13
ven,2008,30.82
ven,2009,18.07
ven,2010,28.53
ven,2011,29.94
pse,1994,14.62
pse,1995,15.5
pse,1996,16.67
pse,1997,15.84
pse,1998,17.68
pse,1999,16.4
pse,2000,15.99
pse,2001,16.08
pse,2002,15.6
pse,2003,14.03
pse,2004,14.61
pse,2005,14.05
vnm,1986,6.623
vnm,1987,6.001
vnm,1988,3.945
vnm,1989,23.85
vnm,1990,36.04
vnm,1991,30.92
vnm,1992,34.75
vnm,1993,28.72
vnm,1994,34.01
vnm,1995,32.81
vnm,1996,40.87
vnm,1997,43.1
vnm,1998,44.85
vnm,1999,49.97
vnm,2000,55.03
vnm,2001,54.61
vnm,2002,56.8
vnm,2003,59.29
vnm,2004,65.74
vnm,2005,69.36
vnm,2006,73.61
vnm,2007,76.9
vnm,2008,77.92
vnm,2009,68.3
vnm,2010,77.53
vnm,2011,87.02
yem,1990,12.21
yem,1991,11.02
yem,1992,10.44
yem,1993,12.58
yem,1994,12.51
yem,1995,22.37
yem,1996,38.51
yem,1997,36.28
yem,1998,26.54
yem,1999,34.84
yem,2000,41.41
yem,2001,35.9
yem,2002,37
yem,2003,36.44
yem,2004,36.38
yem,2005,40.9
yem,2006,41.26
yem,2007,35.9
yem,2008,37.84
yem,2009,28.22
yem,2010,30.48
zmb,1961,52.36
zmb,1962,52.56
zmb,1963,54.66
zmb,1964,60.45
zmb,1965,49.25
zmb,1966,51.49
zmb,1967,49.62
zmb,1968,48.44
zmb,1969,62.7
zmb,1970,53.64
zmb,1971,42.39
zmb,1972,43.82
zmb,1973,49.14
zmb,1974,50.39
zmb,1975,36.6
zmb,1976,43.29
zmb,1977,39.34
zmb,1978,33.56
zmb,1979,45.42
zmb,1980,41.39
zmb,1981,28.63
zmb,1982,27.68
zmb,1983,32.92
zmb,1984,35.07
zmb,1985,36.44
zmb,1986,42.15
zmb,1987,39.48
zmb,1988,33.31
zmb,1989,26.81
zmb,1990,35.88
zmb,1991,34.61
zmb,1992,36.39
zmb,1993,33.57
zmb,1994,36
zmb,1995,36.02
zmb,1996,31.33
zmb,1997,30.12
zmb,1998,26.9
zmb,1999,27.22
zmb,2000,26.48
zmb,2001,28.14
zmb,2002,28.5
zmb,2003,28.34
zmb,2004,37.78
zmb,2005,34.57
zmb,2006,38.49
zmb,2007,40.91
zmb,2008,35.37
zmb,2009,35.01
zmb,2010,46.78
zmb,2011,46.04
zwe,1975,22.76
zwe,1976,21.96
zwe,1977,21.4
zwe,1978,22.02
zwe,1979,21.8
zwe,1980,23.37
zwe,1981,19.43
zwe,1982,16.93
zwe,1983,16.44
zwe,1984,20.56
zwe,1985,22.21
zwe,1986,24.05
zwe,1987,24.02
zwe,1988,23.74
zwe,1989,23.34
zwe,1990,22.87
zwe,1991,23.88
zwe,1992,27.23
zwe,1993,30.72
zwe,1994,34.6
zwe,1995,38.24
zwe,1996,36.13
zwe,1997,37.6
zwe,1998,43.39
zwe,1999,37.41
zwe,2000,38.16
zwe,2001,34.96
zwe,2002,31.83
zwe,2003,32.4
zwe,2004,34.47
zwe,2005,33.55
zwe,2006,35.96
zwe,2007,37.79
zwe,2008,41.47
zwe,2009,29.28
zwe,2010,47.64
zwe,2011,49.41
ssd,2008,67.26
ssd,2009,62.24
ssd,2010,64.54
ssd,2011,64.89
